publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
3/11/2020,null,2179,110,43,0
3/11/2020,"Whatâ€™s next for one of the nationâ€™s hottest job markets? Laurel Graefe (left), vice president and regional executive of our Nashville Branch, discussed the tactics employers are using to attract and retain labor, the role of uncertainty in business decision-making, and the new risks posed by the #COVID19 to Nashvilleâ€™s economy. She was joined by Bradley Jackson (second to left), president and CEO of the Tennessee Chamber Of Commerce; Heather Rohan (third to left), president of HCA TriStar Division Careers; and Tom Hooper (right), managing director of JLL Nashville, on a panel hosted by the Nashville Business Journal.",1060,29,12,0
3/12/2020,What happens to people who pay for things mostly or entirely with cash when stores won't accept it? Read the Federal Reserve Bank of Atlanta's Take On Payments for a discussion of the â€œcash wars.â€ https://bit.ly/33eBQZ3,1270,41,15,1
3/13/2020,"Firms anticipate 1.9 percent inflation over the coming year, and firmsâ€™ sales levels compared to 'normal times' significantly declined over the month, according to the Atlanta Fedâ€™s latest Business Inflation Expectations survey. https://bit.ly/2w6RV6j",634,15,5,0
3/14/2020,"The final two economists in Economy Mattersâ€™ â€œClash of the Economistsâ€ are Janet Yellen and Elinor Ostrom. So head to the website, read the newly revealed facts about both economists, and cast your vote.  https://bit.ly/2wnNkg9",887,28,6,4
3/16/2020,"People who live in financially underserved areas are at the top of the list for one fintech company looking to fill a gap in traditional banking and finance. Sheena Allen, CEO of CapWay, visited us for a new Federal Reserve Board initiative called Innovation Office Hours. During Office Hours, fintech firms engage one-on-one with Fed experts, who offer advice and insights and pose questions.

CapWay's underlying mission is 'financial opportunities for everyone.' The firm seeks to fulfill this mission through offering financial services. For Sheena, the fintech innovation world differs from the traditional financial services world in that it doesn't matter 'if I live in the most rural area in the middle of the boondocks. I have this app I can download on my phone that gives me access to financial services. Seeing people where I was from, in Terry, Mississippi, knowing the struggles financially that they were going through, I knew that I could make a change.'

With the Fed's Innovation Office Hours, we're bringing banks and fintech firms together to have individual conversations with Fed supervision and payments experts. You can catch up with Sheena and CapWay in our annual report in April.",1115,43,17,3
3/17/2020,The Atlanta Fedâ€™s community and economic development (CED) team is looking for an expert on systemic shocks and stresses that affect the Southeast. This person would serve as an expert for the CED team on barriers to and solutions for increasing the economic mobility and resilience of low- and moderate-income households and communities. Apply: https://bit.ly/32SdpyS. Refer to job number 263502.,996,43,18,3
3/17/2020,"A Message from Federal Reserve Bank of Atlanta president Raphael Bostic

The spread of the coronavirus has affected us all. We at the Atlanta Fed are most concerned about those who are suffering from the virus and our thoughts are with them and their loved ones. But also know that we remain fully committed to fulfilling our public service mission during these challenging times.

Please read the full message here: https://bit.ly/2UdqEaS",3847,177,88,8
3/18/2020,"Hey, parents. We know many of you have kids staying at home with you right now. We want to try and help. 

Education is near and dear to the Federal Reserve. And we have a site with educational resources for both you and your kids, whether theyâ€™re in 1st grade or college. And it covers more than economics. Weâ€™ve got Common Core English and math lesson plans and online coursesâ€”all free. 

We know itâ€™s not going to be easy. Teaching is hard! But we employ former teachers who have tried to make it as easy as possible for you to get started. In the meantime, please take care of yourself and your family.

https://bit.ly/3b84UUB",2120,162,50,25
3/19/2020,"Christian Zimmerman, CEO and cofounder of Qoins, joined us recently for a new Federal Reserve Board initiative called Innovation Office Hours, which offers face-to-face talks with banks and fintech firms about consumer safety and emerging technologies.

The biggest part of the discussion with Fed staff revolved around the financial literacy aspect of Qoins and payments. Qoins is a financial wellness app that combines financial education with automation. People work with a certified financial coach, make a custom financial plan, and then start automated payments to save and invest.

'Together, we create executable goals for a person to achieve success. We've now done over $10 million in debt paid off. Coming from a background of largely underbanked, underrepresented communities, financial resources have always been there, but people lacked the knowledge to access them,' said Christian. 'Having lived it, having seen my parents struggle, financial education and access is near and dear to my heart. Understanding the Federal Reserve's goals and how they align with my mission was a valuable takeaway from the event.'

You can catch up with Christian and Qoins in our annual report, coming out in April.",817,24,13,0
3/19/2020,"If you were a bad guy, would you be likelier to target a new payment product or one thatâ€™s been around for a while? Read the Federal Reserve Bank of Atlanta's Take On Payments for a discussion of new payment products and fraud rates. https://bit.ly/3daKoEB",631,15,5,2
3/19/2020,Some workers can work from home during the COVID-19 outbreak. That is not possible for workers in hospitality and other industries. Workforce Currents considers policy responses to sick leave and other workplace issues. https://bit.ly/2QoXCUu,986,24,9,0
3/20/2020,"The new coronavirus is unleashing a powerful impact on the employment sector. In an Economy Matters interview, an Atlanta Fed researcher talks about his examination of the situation and how to mitigate its effects on the workforce. https://bit.ly/3dc2ciP",882,22,12,1
3/20/2020,"We are concerned for those who are suffering and remain committed to fulfilling our public service mission during these challenging times. Explore our Financial Tips to learn more about resources for consumers, small businesses, and nonprofits. https://bit.ly/2WqWxPN",735,28,6,0
3/21/2020,"'When I was teaching a policy analysis class at USC, I was teaching undergrads how to think about making policy recommendations to a policymaker or a think tank. On the very first day, I would tell them all the easy problems have been solved because people are not dumb, right? If the problem is still around, then it's not easy. So, I banned any question that started, 'Why don't we just...' That was day one.'

â€”Raphael Bostic, speaking at the Metro Atlanta Chamber's Insights on Leadership series on March 10, 2020",1635,58,29,3
3/24/2020,"How fast, and how dramatically, did businessesâ€™ expectations change once #coronavirus disrupted the economy? A recent Atlanta Fed survey consulted firms to find out, and a macroblog post analyzes the results. https://bit.ly/2WC6Wsb",755,24,10,2
3/24/2020,"The Atlanta Fedâ€™s Supervision, Regulation, and Credit Division is moving quickly to address the impact of #coronavirus on banks. This letter from the divisionâ€™s chief discusses some of the steps taken. https://bit.ly/2QISBpX",1915,128,46,4
3/25/2020,Would you rather have more speed or more safety at the racetrack? Read the Atlanta Fedâ€™s Take On Payments for a discussion of also balancing speed and safety with faster payments.  https://bit.ly/2QE8UEw,722,15,5,4
3/26/2020,"On average, U.S. consumers make three of every 10 payments with cash, and the average U.S. consumer writes three paper checks per month. Surprised? Read Notes from the Vault for details. https://bit.ly/3dcex6p",687,11,5,2
